ml_item_id,sku,status,pricing_group_id,preco_unitario,acao,faixas_json,observado_em
MLB7087416326,VTK006535,paused,ml:MLB7087416326:MLB7320340896,100.26,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""23"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""24"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""25"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.159Z
MLB4582557683,VTK000964,paused,ml:MLB4582557683:MLB6655134104,106.67,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""12"", ""type"": ""standard"", ""amount"": 87, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-04-14T13:45:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 2}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 86.12, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-04-14T13:45:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""14"", ""type"": ""standard"", ""amount"": 84.34, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-04-14T13:45:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}]",2026-09-06T03:15:54.160Z
MLB7111649002,VTK012742,paused,item:MLB7111649002,78.9,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""8"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:08Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:08Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""10"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:08Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.322Z
MLB7079612744,VTK000195,paused,ml:MLB7079612744:MLB7313972630,102.25,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""16"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""18"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.317Z
MLB7087428180,VTK006579,paused,item:MLB7087428180,100.26,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""23"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""24"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""25"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.320Z
MLB4908882679,VTK001549,paused,item:MLB4908882679,53.44,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""44"", ""type"": ""standard"", ""amount"": 51.84, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:56:47Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""45"", ""type"": ""standard"", ""amount"": 51.3, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:56:47Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""46"", ""type"": ""standard"", ""amount"": 50.77, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:56:47Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.316Z
MLB7086786548,VTK000061,paused,ml:MLB4836135765:MLB7086786548,120.44,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""51"", ""type"": ""standard"", ""amount"": 116.83, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""52"", ""type"": ""standard"", ""amount"": 115.62, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""53"", ""type"": ""standard"", ""amount"": 114.42, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.481Z
MLB7111657796,VTK012645,paused,item:MLB7111657796,103,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""8"", ""type"": ""standard"", ""amount"": 99.91, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T02:28:57Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 98.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T02:28:57Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""10"", ""type"": ""standard"", ""amount"": 97.85, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T02:28:57Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.479Z
MLB4841914053,VTK000075,paused,item:MLB4841914053,103.42,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""19"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:12Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:12Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""21"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:34:12Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.483Z
MLB7009322722,VTK000515,paused,item:MLB7009322722,102.74,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""16"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:50Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:50Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""18"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:33:50Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.480Z
MLB4857485137,VTK001222,paused,ml:MLB4857485137:MLB7313972338,105.63,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""15"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""16"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:09Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.643Z
MLB6655134254,VTK006372,paused,ml:MLB6563508424:MLB6655134254,128.47,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""32"", ""type"": ""standard"", ""amount"": 106.38, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T01:10:42Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""33"", ""type"": ""standard"", ""amount"": 105.28, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T01:10:42Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""34"", ""type"": ""standard"", ""amount"": 104.19, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T01:10:42Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.645Z
MLB7095326060,VTK000167,paused,ml:MLB7086960274:MLB7095326060,104,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""48"", ""type"": ""standard"", ""amount"": 104.76, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T03:35:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""49"", ""type"": ""standard"", ""amount"": 103.68, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T03:35:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""50"", ""type"": ""standard"", ""amount"": 102.6, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T03:35:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.647Z
MLB4836135765,VTK000061,paused,ml:MLB4836135765:MLB7086786548,120.44,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""19"", ""type"": ""standard"", ""amount"": 116.83, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:38Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 115.62, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:38Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""21"", ""type"": ""standard"", ""amount"": 114.42, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T00:54:38Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.634Z
MLB7095324934,VTK006215,paused,ml:MLB7087437800:MLB7095324934,118.28,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""18"", ""type"": ""standard"", ""amount"": 95.86, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:07:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""19"", ""type"": ""standard"", ""amount"": 94.87, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:07:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 93.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:07:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.812Z
MLB6563508424,VTK006372,paused,ml:MLB6563508424:MLB6655134254,128.47,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""18"", ""type"": ""standard"", ""amount"": 98.94, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-01T13:05:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""19"", ""type"": ""standard"", ""amount"": 97.92, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-01T13:05:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 96.9, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-01T13:05:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.801Z
MLB7087408434,VTK002245,paused,item:MLB7087408434,106.54,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""19"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""21"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.805Z
MLB6956456920,VTK000005,paused,item:MLB6956456920,93.5,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""28"", ""type"": ""standard"", ""amount"": 90.7, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-17T06:22:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""29"", ""type"": ""standard"", ""amount"": 89.76, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-17T06:22:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""30"", ""type"": ""standard"", ""amount"": 88.83, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-17T06:22:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.802Z
MLB7149406138,VTK005313,paused,ml:MLB4857485593:MLB7149406138,106.04,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:19Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.972Z
MLB7086960274,VTK000167,paused,ml:MLB7086960274:MLB7095326060,104,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""27"", ""type"": ""standard"", ""amount"": 100.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T14:14:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""28"", ""type"": ""standard"", ""amount"": 99.84, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T14:14:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""29"", ""type"": ""standard"", ""amount"": 98.8, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-14T14:14:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.967Z
MLB7192106230,VTK005811,paused,item:MLB7192106230,98,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 95.06, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T21:21:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 94.08, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T21:21:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 93.1, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T21:21:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.967Z
MLB7087437800,VTK006215,paused,ml:MLB7087437800:MLB7095324934,118.28,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 95.86, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:06:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 94.87, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:06:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 93.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T01:06:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:54.968Z
MLB7095391332,VTK001393,paused,ml:MLB4842111141:MLB7095391332,105.25,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""15"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""16"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:35:58Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:55.284Z
MLB7095340304,VTK000595,paused,ml:MLB4842007997:MLB7095340304,94.14,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""16"", ""type"": ""standard"", ""amount"": 91.32, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-24T15:07:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 90.37, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-24T15:07:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""18"", ""type"": ""standard"", ""amount"": 89.43, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-24T15:07:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:55.136Z
MLB4582542537,VTK000998,paused,ml:MLB4582542537:MLB4972532855,99,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""23"", ""type"": ""standard"", ""amount"": 99.91, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-21T17:49:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""24"", ""type"": ""standard"", ""amount"": 98.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-21T17:49:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""25"", ""type"": ""standard"", ""amount"": 97.85, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-21T17:49:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:15:55.134Z
